Brand,Model,Spec,Year,dB at idle,dB at 55 mph,dB at 65 mph,dB at 70 mph,dB at 75 mph,dB at 85 mph
Seat,Ibiza,1.4 TSI Cupra,2010,45.6,64.9,69.3,69.3,70.2,71.2
Seat,Ibiza,1.2 TDI,2011,44.5,63.4,66.1,66.3,68.6,71.1
Seat,Ibiza,1.2 TDI Stationcar,2011,46.4,65.5,67.8,68.2,70.8,72.3
Seat,Ibiza,1.2,2012,44.5,63.3,67.4,67.4,68.4,69.5
Seat,Ibiza,1.0,2016,40.0,63.6,66.0,66.3,66.3,69.6
Seat,Ibiza,1.0,2017,39.2,62.3,65.0,65.5,66.8,69.0
Seat,Leon,1.4 TSI,2008,44.7,63.6,67.9,68.0,68.8,69.7
Seat,Leon,1.8 TFSI,2008,45.5,64.8,68.9,68.9,70.0,71.2
Seat,Leon,1.9 TDI,2008,43.6,62.1,65.9,66.0,67.1,68.4
Seat,Leon,1.4 TSI,2009,46.1,65.6,68.1,68.3,71.0,74.0
Seat,Leon,1.6 TDI,2010,44.5,63.4,67.5,67.5,68.5,69.6
Seat,Leon,1.4,2013,38.5,63.9,65.5,66.1,68.3,70.3
Seat,Leon,1.4,2014,37.7,64.2,67.7,68.2,69.9,72.0
Seat,Leon,1.6 TDI Stationcar,2014,43.0,61.8,63.8,64.2,66.4,69.9
Seat,Leon,ST Cupra 280,2015,45.2,62.6,65.5,66.0,69.7,72.1
Seat,Leon,1.0,2016,39.2,58.6,62.3,62.9,65.7,68.7
Seat,Leon,2.0D,2016,44.0,64.6,67.0,67.3,68.3,71.7
Seat,Leon,1.0,2017,40.0,60.1,63.5,64.0,65.4,68.6
Seat,Leon,Cupra,2017,42.9,65.5,67.4,67.5,66.2,69.6
Seat,Leon SC,1.8 TSI,2013,39.0,63.0,65.3,65.8,67.2,72.0
Seat,MII,1.0,2012,45.8,65.3,67.6,68.2,70.7,74.4
Seat,Mii,1.0,2012,45.0,64.1,66.0,66.2,69.4,73.0
Seat,Mii,1.0,2013,42.3,66.2,67.6,68.2,70.5,74.2
Seat,Mii,1.0,2014,42.3,66.2,67.6,68.2,70.5,74.2
Skoda,Citigo,1.0,2012,45.8,65.2,68.1,68.3,70.6,73.1
Skoda,Citigo,1.0,2013,41.5,64.2,68.5,69.0,69.2,73.2
Skoda,Fabia,1.4,2008,44.3,67.3,69.2,69.7,71.9,74.7
Skoda,Fabia,1.6 Stationcar,2008,47.1,67.0,70.4,70.6,72.5,74.6
Skoda,Fabia,1.2,2010,45.4,64.6,67.4,67.6,69.9,72.4
Skoda,Fabia,1.4,2010,41.8,66.7,69.2,69.7,72.4,74.4
Skoda,Fabia,1.2 TDI Stationcar,2010,45.0,64.0,67.6,67.7,69.3,70.9
Skoda,Fabia,1.2 TDI,2011,45.8,66.0,68.7,69.1,71.4,73.8
Skoda,Fabia,1.2,2015,38.5,64.9,66.8,67.5,70.3,71.8
Skoda,Fabia,1.2,2016,37.0,61.1,64.6,65.1,67.4,70.6
Skoda,Fabia,1.4,2018,48.3,63.5,69.3,70.0,71.5,73.8
Skoda,Kodiaq,1.4,2017,36.3,59.7,64.1,64.8,66.5,69.2
Skoda,Octavia,1.8 TSI Stationcar,2008,45.1,64.2,68.7,68.8,69.4,70.1
Skoda,Octavia,1.4 TSI Stationcar,2009,37.7,62.5,67.2,67.8,69.1,70.3
Skoda,Octavia,1.6 TDI Stationcar,2010,43.6,62.1,66.2,66.3,67.1,68.0
Skoda,Octavia,1.2,2013,42.9,59.1,63.4,64.1,66.3,69.5
Skoda,Octavia,1.0,2016,35.8,56.3,60.6,61.1,63.6,67.0
Skoda,Octavia,2.0D Stationcar,2016,42.7,60.6,62.8,63.3,67.3,70.6
Skoda,Octavia,1.4 stationcar,2017,40.0,62.6,65.5,65.9,67.3,70.6
Skoda,Octavia,1.6d,2017,43.4,60.8,63.9,64.5,66.8,69.0
Skoda,Rapid,1.2,2013,44.9,62.9,65.7,66.3,69.3,71.7
Skoda,Roomster,1.4,2008,45.6,64.9,67.8,68.0,70.3,72.8
Skoda,Superb,1.8 TSI,2008,43.2,61.5,64.6,64.7,66.6,68.6
Skoda,Superb,2.0 TDI,2008,46.4,64.1,66.3,66.8,69.3,71.7
Skoda,Superb,2.0 TDI Stationcar,2010,47.5,64.2,65.9,66.3,68.6,71.4
Skoda,Superb,1.6 TDI Greenline Stationcar,2011,49.8,63.5,66.1,66.6,68.5,71.7
Skoda,Superb,1.8 TSI Stationcar,2011,43.4,61.7,65.0,65.1,66.8,68.5
Skoda,Superb,1.4,2012,44.5,63.4,67.3,67.4,68.5,69.8
Skoda,Superb,1.8,2014,41.0,62.1,65.6,66.1,68.3,71.7
Skoda,Superb,2.0 D,2015,44.0,62.3,65.6,65.9,67.9,71.2
Skoda,Superb,2.0D,2015,41.7,61.1,64.2,64.7,67.8,69.3
Skoda,Superb,2.0,2017,49.0,61.6,65.6,66.0,66.4,69.6
Skoda,Superb,2.0d,2017,46.0,62.1,65.5,65.9,66.3,69.6
Skoda,Superb,2.0d Stationcar,2018,42.3,59.2,65.8,66.5,68.0,69.8
Skoda,Yeti,1.2 TSI,2010,39.2,65.1,67.4,68.0,71.2,72.0
Skoda,Yeti,1.8 TSI,2010,44.6,63.5,65.7,65.9,68.7,71.8
Skoda,Yeti,1.4 TSI,2012,38.7,63.2,66.1,66.7,69.0,71.7
Skoda,Yeti,1.2,2014,35.9,59.5,63.2,63.8,67.0,70.5
Skoda,Yeti,2.0D,2017,50.0,62.1,66.6,67.1,67.4,70.6
Smart,Forfour,0.9,2016,48.0,65.6,68.5,68.9,70.2,73.7
Smart,Fortwo, ,2008,49.7,71.2,74.8,75.4,77.7,80.7
Smart,Fortwo,1.0,2009,47.1,67.1,71.0,71.1,72.6,74.1
Smart,Fortwo,1.0,2011,46.7,66.4,70.9,70.9,71.8,72.8
Smart,Fortwo,1.0,2013,43.4,67.4,70.8,71.2,73.6,75.8
Smart,Fortwo, ,2015,47.3,67.0,70.8,71.3,73.0,77.0
SRT,Viper,8.4 V10,2012,58.5,74.2,76.9,77.1,79.8,80.7
SsangYong,Korando,2.0,2012,45.1,64.2,68.4,68.4,69.4,70.5
SsangYong,Tivoli,1.6,2016,38.5,64.6,69.0,69.6,72.4,75.6
Ssangyong,Tivoli,1.6d,2018,46.3,61.9,67.8,68.5,70.0,71.8
Subaru,BRZ,2.0,2012,44.8,65.3,68.9,69.1,72.8,74.0
Subaru,Forester,2.0,2008,44.5,63.4,67.1,67.2,68.6,70.0
Subaru,Forester,2.0D,2009,43.6,62.0,65.1,65.2,67.1,69.1
Subaru,Forester,2.5 XT,2009,44.9,64.1,67.4,67.6,69.7,70.4
Subaru,Forester,2.0 turbo,2013,39.9,60.1,63.6,63.8,64.9,65.3
Subaru,Forester,2.0D,2015,42.0,64.3,66.5,66.9,69.3,71.7
Subaru,Forester,2.0d,2018,43.1,59.7,66.3,67.1,68.5,70.8
Subaru,Forester SUV,2.0,2013,39.9,60.1,63.6,63.8,64.9,65.3
Subaru,Impreza,2.0,2008,44.7,63.6,66.6,66.8,68.9,71.2
Subaru,Impreza,2.5,2008,45.4,63.5,66.7,66.9,69.1,69.9
Subaru,Impreza,WRX STI,2008,45.7,65.0,69.1,69.2,70.3,71.6
Subaru,Impreza,WRX,2011,54.8,69.2,71.7,71.9,73.2,73.6
Subaru,Impreza,WRX STI,2011,58.3,71.1,73.3,73.5,74.9,75.4
Subaru,Justy,1.0,2008,46.2,65.7,68.8,69.0,71.1,73.4
Subaru,Legacy,2.0 D,2008,49.3,64.6,66.7,67.1,68.9,72.8
Subaru,Legacy,2.0D Stationcar,2008,44.4,63.2,66.1,66.3,68.4,70.7
Subaru,Legacy,2.0D Stationcar,2009,44.5,63.3,65.8,66.0,68.5,71.2
Subaru,Legacy,2.5 GT,2010,37.4,55.7,58.9,59.1,62.0,63.0
Subaru,Levorg,1.6,2016,43.6,60.7,64.6,65.2,67.3,72.0
Subaru,Levorg,1.6,2016,40.9,60.8,64.6,65.2,67.2,70.0
Subaru,Outback,2.5,2010,44.3,63.1,65.7,65.9,68.3,70.9
Subaru,Outback,2.0D,2015,42.1,63.1,65.9,66.4,68.1,71.0
Subaru,Trezia,1.3,2011,46.3,66.0,67.8,68.0,71.4,75.2
Subaru,Tribeca,3.6,2008,41.5,59.7,62.9,63.1,66.0,67.0
Subaru,Tribeca,3.6,2009,42.4,60.4,62.5,62.7,65.4,68.4
Subaru,WRX,STi,2011,46.3,66.0,69.8,69.9,71.4,72.9
Subaru,WRX,2.0,2014,45.3,64.3,67.6,67.8,69.4,70.0
Subaru,WRX,STi,2014,49.1,65.1,69.3,69.6,70.5,74.0
Subaru,XV,2.0 CVT,2012,42.5,62.6,67.4,68.1,70.4,73.3
Subaru,XV,2.0,2013,41.9,64.2,68.1,68.3,69.0,69.2
Suzuki,Alto,1.0,2009,45.8,65.1,69.0,69.1,70.5,71.9
Suzuki,Alto,1.0,2013,40.1,67.2,70.5,71.1,74.4,76.9
Suzuki,Baleno,1.2,2018,40.4,60.3,68.9,69.8,71.0,72.8
Suzuki,Grand Vitara,2.7 V6,2008,45.2,64.3,67.1,67.3,69.6,72.1
Suzuki,Ignis,1.2,2018,39.2,60.1,69.4,70.4,71.6,73.8
Suzuki,Kizashi,SLS,2010,40.7,63.3,67.3,67.5,70.9,72.1
Suzuki,Kizashi,2.4,2011,44.7,63.5,67.9,68.0,68.7,69.5
Suzuki,Kizashi,2.4,2011,44.7,63.5,67.9,68.0,68.7,69.5
Suzuki,S-Cross,1.0,2017,38.0,62.6,66.6,67.1,68.3,71.7
Suzuki,S-Cross,1.4,2018,38.2,58.6,67.4,68.3,69.5,70.8
Suzuki,Splash,1.0,2008,44.8,66.7,69.5,70.1,73.1,76.9
Suzuki,Splash,1.2,2008,38.2,65.0,68.8,69.4,70.7,73.4
Suzuki,Splash,1.0,2013,47.3,64.8,69.8,70.4,73.1,76.5
Suzuki,Splash,1.0,2013,37.9,64.2,69.4,70.0,72.3,74.0
Suzuki,Swift,1.3,2010,40.0,65.5,69.2,69.7,71.8,75.5
Suzuki,Swift,1.2,2011,46.8,66.1,70.4,70.9,72.2,74.0
Suzuki,Swift,1.2,2011,45.7,65.0,68.6,68.7,70.4,72.1
Suzuki,Swift,1.6,2012,46.2,65.8,69.3,69.4,71.2,73.1
Suzuki,Swift,1.2,2017,36.2,62.8,66.9,67.4,69.6,72.3
Suzuki,SX4,1.6,2010,45.5,64.8,68.7,68.8,70.0,71.4
Suzuki,SX4,1.6,2013,37.7,61.7,65.8,66.3,69.0,72.7
Suzuki,Vitara,1.6,2015,39.3,65.4,68.8,69.4,71.4,73.7
Suzuki,Vitara,1.6d,2018,47.3,62.3,67.8,68.4,70.0,71.8
Tesla,Model S,Hybrid,2012,35.6,57.3,61.1,61.3,62.1,62.4
Tesla,Model S,Hybrid,2013,35.0,61.0,64.4,65.1,67.7,68.0
Tesla,Model S,90D,2016,41.3,56.2,59.9,60.5,63.7,66.4
Tesla,Model X,P90D,2016,34.4,58.1,61.8,62.4,64.4,67.2
Tesla,Model X,P100D,2017,36.1,58.6,63.7,64.2,65.5,68.6
Toyota,4Runner,4.0 V6,2010,38.6,59.3,62.9,63.1,66.6,67.8
Toyota,4Runner,4.0 V6,2014,43.5,57.9,60.4,60.6,64.3,65.5
Toyota,Auris,1.3,2009,45.0,64.0,66.4,66.6,69.3,72.3
Toyota,Auris,GTI180,2009,47.8,63.8,69.1,69.6,71.0,72.9
Toyota,Auris,1.6,2010,45.0,64.0,66.4,66.6,69.3,72.3
Toyota,Auris,1.8,2010,45.0,64.0,67.0,67.2,69.3,71.6
Toyota,Auris,Full Hybrid,2010,45.5,65.1,67.4,67.9,70.2,74.0
Toyota,Auris,1.8 Hybrid,2013,32.9,59.9,62.6,63.2,66.8,70.6
Toyota,Auris,Hybrid,2013,45.9,60.6,65.6,66.1,67.7,71.2
Toyota,Auris,1.2,2016,37.2,60.2,65.4,66.1,67.8,70.7
Toyota,Auris,Hybrid,2018,40.1,58.4,65.9,66.6,68.0,69.8
Toyota,Avalon,Hybrid,2012,38.5,56.5,59.7,59.9,63.0,64.1
Toyota,Avalon,2.5 Hybrid,2016,39.4,58.6,61.9,62.1,63.8,64.4
Toyota,Avensis,2.2 D-4D,2008,43.6,62.1,63.5,63.8,67.2,71.1
Toyota,Avensis,1.8 Stationcar,2009,43.9,62.4,65.2,65.4,67.6,70.0
Toyota,Avensis,2.2 D-4D Stationcar,2009,52.2,65.1,67.5,68.0,70.4,72.1
Toyota,Avensis,2.0 Stationcar,2010,43.8,62.3,64.9,65.1,67.5,70.1
Toyota,Avensis,2.0D,2012,44.9,63.8,67.4,67.5,69.1,70.7
Toyota,Avensis,1.6D,2015,44.6,61.6,65.6,66.1,68.8,71.9
Toyota,Avensis,1.6d,2018,46.1,60.6,65.7,66.4,68.0,69.8
Toyota,Aygo,1.0,2008,46.8,66.6,71.6,71.6,72.0,72.4
Toyota,Aygo,1.0,2009,46.4,66.0,70.0,70.1,71.5,72.9
Toyota,Aygo,1.0,2012,47.2,67.2,71.8,71.9,72.6,73.4
Toyota,Aygo,1.0,2013,45.5,67.9,71.9,72.6,75.1,78.2
Toyota,Aygo,1.0,2014,47.6,68.6,70.8,71.3,73.5,77.0
Toyota,Camry,Hybrid,2013,35.2,59.0,63.2,63.4,65.4,66.1
Toyota,C-HR,1.2,2017,36.0,62.6,66.6,67.0,67.3,70.6
Toyota,C-HR,1.8,2017,36.0,61.1,64.6,65.1,67.4,70.6
Toyota,C-HR,1.2,2018,36.4,58.2,68.0,68.9,70.1,71.8
Toyota,C-HR,Hybrid,2018,30.4,56.4,68.6,69.6,70.6,71.8
Toyota,Corolla,1.6 16v VVT-I,2008,35.6,64.1,67.5,68.0,70.2,71.2
Toyota,Corolla,S,2009,43.4,63.4,66.9,67.1,69.1,69.8
Toyota,Corolla,1.8,2014,39.2,62.2,66.2,66.4,68.0,68.6
Toyota,GT86,2.0,2012,45.8,65.1,66.9,67.1,70.5,74.3
Toyota,GT86,2.0,2014,45.6,66.6,70.2,70.6,71.7,73.3
Toyota,GT86, ,2018,39.4,61.0,70.4,71.3,72.6,73.8
Toyota,Highlander,Hybrid,2008,42.6,61.6,64.9,65.1,66.4,66.8
Toyota,Highlander,Hybrid,2011,38.6,62.1,66.2,66.4,68.7,69.5
Toyota,Highlander,3.5 V6,2014,40.7,59.2,62.4,62.6,64.5,65.2
Toyota,iQ,1.0,2009,45.4,64.6,68.0,68.1,69.9,71.8
Toyota,IQ,1.0,2013,43.9,65.3,69.2,69.8,71.9,74.2
Toyota,Land Cruiser,V8 4.7,2008,42.3,60.2,63.1,63.3,65.2,67.3
Toyota,Land Cruiser,3.0 D-4D,2010,43.2,61.4,63.2,63.4,66.5,70.0
Toyota,Prius,1.5,2008,43.9,62.4,65.1,65.3,67.6,70.1
Toyota,Prius,1.8,2009,44.9,63.9,66.7,66.9,69.2,71.7
Toyota,Prius, ,2009,39.9,65.2,69.6,69.8,70.0,70.1
Toyota,Prius,1.8 HSD,2009,32.4,62.6,67.1,67.6,68.7,73.0
Toyota,Prius,PHV,2010,39.6,65.0,69.4,69.6,70.6,70.9
Toyota,Prius,1.8,2011,45.0,64.1,66.9,67.1,69.4,71.9
Toyota,Prius,1.8,2012,46.6,66.8,69.5,69.9,71.9,74.6
Toyota,Prius,1.8,2012,44.1,62.7,66.3,66.4,67.9,69.4
Toyota,Prius, ,2012,45.6,63.1,67.0,67.5,70.3,73.5
Toyota,Prius,1.8 Hybrid Wagon,2012,46.0,61.6,66.9,67.8,71.2,74.5
Toyota,Prius,Plug-In,2014,44.5,60.8,65.8,66.4,68.7,71.9
Toyota,Prius,Wagon,2014,35.5,63.4,68.2,68.4,69.2,69.5
Toyota,Prius,1.8 Hybrid,2016,34.4,61.3,64.4,64.9,66.3,70.6
Toyota,Prius,Hybrid,2017,47.0,62.6,66.6,67.1,69.3,72.7
Toyota,Prius, ,2018,26.3,54.1,67.6,68.8,69.7,71.8
Toyota,RAV4,2.2 D-4D,2008,45.0,64.0,68.2,68.2,69.2,70.3
Toyota,RAV4,2.0 VVT-i,2012,39.9,63.7,67.1,67.8,71.2,74.4
Toyota,RAV4,2.0,2013,38.3,60.2,64.2,64.8,67.9,70.8
Toyota,RAV4,2.5,2013,47.0,62.6,65.3,65.5,67.0,67.5
Toyota,RAV4,2.0d,2018,49.1,62.6,67.2,67.8,69.4,71.8
Toyota,RAV4,Hybrid,2018,35.4,57.5,67.5,68.4,69.6,71.8
Toyota,Sequoia,5.7 V8,2008,43.0,63.1,66.6,66.8,68.9,69.6
Toyota,Sienna,3.5 V6,2011,41.4,62.3,65.9,66.1,67.7,68.2
Toyota,Tundra,4.6 V8,2016,43.8,63.5,66.9,67.1,68.4,68.8
Toyota,Urban Cruiser,1.3,2009,44.1,62.7,65.3,65.5,67.9,70.5
Toyota,Venza,2.7,2009,42.6,65.4,69.3,69.5,70.3,70.6
Toyota,Verso,1.8,2008,44.3,63.1,67.1,67.1,68.2,69.4
Toyota,Verso,1.8,2009,45.4,64.7,66.9,67.1,70.0,73.3
Toyota,Verso,1.6d,2018,47.3,62.3,67.8,68.4,70.0,71.8
Toyota,Verso-S,1.3,2011,45.6,64.8,67.4,67.6,70.2,73.0
Toyota,Verso-S,1.3,2011,45.6,64.8,67.4,67.6,70.2,73.0
Toyota,Yaris,1.3,2008,47.0,66.9,70.2,70.4,72.4,74.6
Toyota,Yaris,1.3 VVT-I,2010,39.7,66.2,70.3,70.8,71.5,74.5
Toyota,Yaris,1.3,2011,46.6,65.2,68.4,69.0,71.9,75.2
Toyota,Yaris,1.3,2012,45.2,64.4,67.5,67.7,69.7,71.9
Toyota,Yaris,1.5,2012,45.7,61.5,65.8,66.5,70.6,73.1
Toyota,Yaris,1.5 Hybrid,2012,44.2,62.9,66.0,66.2,68.1,70.2
Toyota,Yaris,1.5,2018,39.2,59.5,68.4,69.3,70.6,72.8
Toyota,Yaris,Hybrid,2018,42.3,60.4,67.8,68.6,70.0,71.8
Volkswagen,Amarok,2.0 TDI,2012,47.9,61.9,64.9,65.5,68.9,70.9
Volkswagen,Arteon,2.0,2017,51.0,61.6,64.5,64.9,66.3,69.6
Volkswagen,Arteon,2.0d,2018,43.1,60.1,66.8,67.6,69.0,70.8
Volkswagen,Beetle,1.2,2012,45.0,64.0,68.4,68.5,69.2,70.0
Volkswagen,Caddy,1.6 TDI,2011,45.0,64.1,67.3,67.5,69.4,71.5
Volkswagen,CC,2.0 T,2009,48.8,64.2,66.9,67.1,68.8,69.4
Volkswagen,CrossPolo,1.2,2014,41.8,62.2,65.6,66.1,68.7,71.6
Volkswagen,EOS,2.0 TFSI,2008,37.1,65.1,67.3,67.8,68.5,69.2
Volkswagen,EOS,1.4 TSI,2010,34.8,64.8,66.7,67.1,68.4,70.0
Volkswagen,EOS,2.0,2011,44.8,63.7,67.7,67.8,68.9,70.2
Volkswagen,Fox,1.2,2008,46.7,66.5,70.9,71.3,72.8,74.7
Volkswagen,Fox,1.2,2009,45.8,65.2,69.6,69.6,70.5,71.5
Volkswagen,Golf,1.6 Stationcar,2008,45.0,64.1,68.1,68.2,69.3,70.6
Volkswagen,Golf,2.0 TDI,2008,46.0,65.3,67.4,67.7,68.7,70.7
Volkswagen,Golf,R32,2008,45.5,66.5,70.2,70.4,73.5,74.5
Volkswagen,Golf,1.4 TSI,2009,44.0,62.3,64.8,65.3,66.8,70.4
Volkswagen,Golf,1.4 TSI Plus,2009,45.3,64.5,66.8,67.0,69.8,72.9
Volkswagen,Golf,GTI,2009,44.1,62.8,66.2,66.3,68.0,69.7
Volkswagen,Golf,1.4 TSI Stationcar,2010,44.9,63.8,67.3,67.4,69.1,70.8
Volkswagen,Golf,1.6 TDI,2010,44.4,63.2,67.4,67.4,68.3,69.3
Volkswagen,Golf,GTD,2010,44.5,63.4,66.4,66.6,68.6,70.8
Volkswagen,Golf,GTI,2010,46.4,64.8,68.1,68.3,73.5,75.3
Volkswagen,Golf,1.4 Cabrio,2011,44.3,63.0,67.1,67.1,68.1,69.2
Volkswagen,Golf,1.4 Convertible,2011,44.3,63.0,67.1,67.1,68.1,69.2
Volkswagen,Golf,1.4 TSI,2011,44.4,64.3,67.7,68.2,68.5,71.1
Volkswagen,Golf,1.4 TSI,2012,38.9,59.3,62.4,62.8,65.4,67.1
Volkswagen,Golf,1.4,2013,35.9,58.9,62.8,63.3,64.8,67.4
Volkswagen,Golf,1.4 Stationcar,2013,35.9,61.2,65.8,66.3,67.0,70.4
Volkswagen,Golf,1.6 D,2013,46.1,61.2,63.5,64.0,66.4,70.1
Volkswagen,Golf,1.6,2014,42.6,59.7,62.6,63.1,65.8,68.6
Volkswagen,Golf,1.2 Sportsvan,2014,36.4,59.2,62.1,62.7,65.6,69.3
Volkswagen,Golf,1.4 Sportsvan,2014,44.3,62.2,65.8,66.3,68.4,70.1
Volkswagen,Golf,GTD,2014,43.7,63.1,67.2,67.7,68.8,70.3
Volkswagen,Golf,GTE,2014,42.4,61.6,65.2,65.7,67.8,69.3
Volkswagen,Golf,GTI,2014,43.7,63.6,67.2,67.5,67.8,69.3
Volkswagen,Golf,R,2014,35.8,62.1,65.4,65.9,69.2,70.4
Volkswagen,Golf,1.4,2015,38.1,61.1,63.3,63.8,66.2,69.0
Volkswagen,Golf,1.8,2015,42.2,59.9,62.9,63.1,64.5,65.0
Volkswagen,Golf,1.0,2016,38.0,60.6,64.6,65.1,66.4,69.6
Volkswagen,Golf,1.0,2016,40.0,59.6,62.6,63.0,66.4,69.6
Volkswagen,Golf,1.0 Sportsvan,2016,38.0,61.1,64.6,65.0,66.4,69.6
Volkswagen,Golf,2.0D,2016,45.0,62.1,65.6,66.0,67.3,70.6
Volkswagen,Golf,GTI,2016,43.2,63.3,65.8,66.1,66.4,69.7
Volkswagen,Golf,1.0,2017,37.7,61.0,65.4,66.0,67.2,70.1
Volkswagen,Golf,1.5,2017,38.0,61.6,64.5,64.9,66.3,69.6
Volkswagen,Golf,1.5 stationcar,2017,39.0,63.1,66.5,66.9,67.3,70.6
Volkswagen,Golf,EV,2017,41.5,57.8,60.8,61.4,64.1,67.5
Volkswagen,Jetta,1.6,2008,41.8,65.5,68.3,68.7,70.6,71.0
Volkswagen,Jetta,2.0 TDI,2009,47.8,66.7,69.9,70.1,70.8,71.1
Volkswagen,Jetta,1.2,2011,42.7,60.8,63.7,63.9,65.8,67.9
Volkswagen,Jetta,1.2 TSI,2011,43.6,58.6,64.5,65.2,67.4,69.5
Volkswagen,Jetta,2.5 V5,2011,39.8,58.5,61.8,62.0,64.4,65.2
Volkswagen,Jetta,1.4 Hybrid,2013,34.2,58.5,62.6,63.1,64.6,67.6
Volkswagen,Jetta,1.4 Hybrid,2014,35.0,60.3,64.7,64.9,66.0,66.4
Volkswagen,Jetta,1.4,2016,40.3,61.3,64.9,65.1,66.5,67.0
Volkswagen,Multivan,2.0 TDI,2011,48.7,64.3,68.5,69.0,70.6,72.9
Volkswagen,Passat,1.8 TFSI Stationcar,2008,43.1,64.6,66.7,67.0,68.1,69.5
Volkswagen,Passat,1.9 TDI,2008,44.5,63.3,68.0,68.0,68.4,68.8
Volkswagen,Passat,2.0 TFSI Stationcar,2008,43.6,62.1,66.2,66.3,67.1,68.0
Volkswagen,Passat,3.6 V6 CC,2008,41.1,61.1,63.8,64.1,66.1,69.7
Volkswagen,Passat,2.0 TDI Stationcar,2009,43.5,61.9,66.1,66.2,66.9,67.7
Volkswagen,Passat,1.4 TSI,2011,35.8,58.3,62.7,63.2,65.2,68.2
Volkswagen,Passat,1.4 TSI,2011,44.5,63.3,67.1,67.2,68.4,69.8
Volkswagen,Passat,1.6 TDI,2011,42.0,59.8,62.8,62.9,64.7,66.6
Volkswagen,Passat,1.6 TDI Stationcar,2011,48.5,61.5,64.5,64.9,67.1,69.8
Volkswagen,Passat,3.5 V6,2012,43.3,65.1,68.9,69.1,70.4,70.9
Volkswagen,Passat,2.0 TDI,2013,45.0,60.5,63.2,63.4,64.7,65.1
Volkswagen,Passat,1.4,2014,37.2,61.3,64.6,65.0,67.5,70.7
Volkswagen,Passat,2.0 TDI,2014,41.1,59.7,63.3,63.8,66.8,68.3
Volkswagen,Passat,1.6 TDI Stationcar,2015,49.7,61.7,64.7,65.0,66.3,69.3
Volkswagen,Passat,2.0 TDI Stationcar,2015,42.4,60.7,65.3,65.8,66.8,68.3
Volkswagen,Passat,2.0 TDI,2016,45.0,62.6,65.5,65.8,66.3,69.6
Volkswagen,Passat,1.4,2018,37.4,58.1,66.9,67.8,69.0,69.8
Volkswagen,Passat CC,1.8 TSI,2008,44.1,62.7,66.6,66.7,67.8,69.1
Volkswagen,Phaeton,4.2 V8,2008,42.9,61.1,63.2,63.4,66.1,69.1
Volkswagen,Phaeton,4.2 V8 L,2010,44.5,59.9,62.4,62.8,63.9,66.9
Volkswagen,Phaeton,3.0 TDI,2011,41.3,58.8,61.5,61.7,63.7,65.9
Volkswagen,Polo,1.4,2009,43.9,62.5,66.5,66.5,67.6,68.8
Volkswagen,Polo,1.4 16V,2009,43.1,64.5,67.4,67.8,69.6,71.4
Volkswagen,Polo,1.2 TDI,2010,47.9,64.2,66.7,67.2,69.7,71.3
Volkswagen,Polo,1.2 TDI,2011,49.5,65.2,69.1,69.5,69.5,71.6
Volkswagen,Polo,1.2,2012,44.8,63.7,67.9,67.9,68.9,70.0
Volkswagen,Polo,1.2 TSI,2012,42.2,62.6,66.1,66.6,69.2,72.3
Volkswagen,Polo,1.4,2013,44.7,64.6,65.7,66.2,68.9,71.3
Volkswagen,Polo,1.0,2016,42.2,64.3,66.5,66.9,69.4,72.8
Volkswagen,Polo,GTI,2016,44.0,65.6,69.6,70.0,70.3,73.7
Volkswagen,Polo,1.0,2017,39.0,61.1,64.6,65.0,66.4,69.6
Volkswagen,Polo,1.2,2017,44.3,61.2,66.0,66.6,68.4,71.6
Volkswagen,Scirocco,2.0 TSI,2008,44.4,68.2,69.8,70.2,71.6,73.5
Volkswagen,Scirocco,2.0 TDI,2009,45.4,64.7,68.7,68.8,69.9,71.2
Volkswagen,Scirocco,1.4 TSI,2012,46.2,65.7,67.2,67.7,71.3,72.8
Volkswagen,Scirocco,2.0 TDI,2014,45.0,64.7,69.3,69.9,71.8,73.3
Volkswagen,Sharan,2.0 TDI,2011,46.2,61.9,65.5,65.9,67.3,70.8
Volkswagen,Sharan,1.4,2012,42.6,60.6,63.2,63.4,65.6,68.0
Volkswagen,Sharan,2.0d,2018,45.3,59.9,65.3,65.9,67.5,69.8
Volkswagen,Tiguan,2.0 TDI,2008,47.5,63.5,66.0,66.3,67.5,71.1
Volkswagen,Tiguan,2.0 TFSI,2009,45.4,64.6,68.4,68.5,69.9,71.3
Volkswagen,Tiguan,2.0 TDI 4-Motion,2011,43.8,62.2,64.4,64.9,67.6,70.6
Volkswagen,Tiguan,2.0 TSI,2011,43.0,61.2,63.8,64.0,66.3,68.8
Volkswagen,Tiguan,1.4 TSI,2012,39.4,59.8,63.5,64.0,65.7,69.8
Volkswagen,Tiguan,1.4,2016,41.8,58.6,60.7,61.2,64.5,67.6
Volkswagen,Tiguan,2.0,2016,38.0,59.1,62.5,63.0,64.4,67.6
Volkswagen,Tiguan,1.4,2017,43.0,61.6,65.6,66.1,67.4,70.6
Volkswagen,Tiguan,1.4,2018,35.2,56.3,65.4,66.3,67.6,68.8
Volkswagen,Tiguan,2.0d,2018,43.3,58.5,64.3,65.0,66.5,68.8
Volkswagen,Touareg,V8,2008,42.9,61.4,64.6,64.8,66.8,67.5
Volkswagen,Touareg,3.0 V6 TDI,2010,43.1,61.3,64.8,64.9,66.4,67.9
